pert_iname,inchi_key,canonical_smiles,pubchem_cid
SU-4312,UAKWLVYMKBWHMX-PTNGSMBKSA-N,CN(C)c1ccc(cc1)\C=C1/C(=O)Nc2ccccc12,6450842
rosmarinic-acid,DOUMFZQKYFQNTF-WUTVXBCWSA-N,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1,5281792
rutin,IKGXIBQEEMLURG-NVPNHPEKSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(oc4cc(O)cc(O)c4c3=O)-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,-666
mefexamide,HUNIPYLVUPMFCZ-UHFFFAOYSA-N,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,4045
RS-39604,BKVIWGRFRKLFIO-UHFFFAOYSA-N,COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,-666
lithocholic-acid,SMEROWZSTRWXGI-HVATVPOCSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,9903
BRD-K21005091,ISRSZFREMCTZCJ-UHFFFAOYSA-N,Clc1ccccc1C(=O)NNC(=O)c2csc(n2)N3CCOCC3,17400499
BRD-K21064560,TWJJFOWLTIEYFO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NCCc1ccc(O)c(O)c1,16759163
phentolamine,LBXLJKWLYGGOTD-UHFFFAOYSA-N,Cc1ccc(cc1)N(CC1=NCCN1)c1ccc(O)cc1,66148
danazol,POZRVZJJTULAOH-AAPKDCIVSA-N,C[C@]12CC[C@@H]3[C@@H](CCC4=Cc5oncc5C[C@]34C)[C@H]1CC[C@@]2(O)C#C,6540825
benzthiazide,NDTSRXAMMQDVSW-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,-666
xylazine,BPICBUSOMSTKRF-UHFFFAOYSA-N,Cc1cccc(C)c1NC1=NCCCS1,5707
AM-404,IJBZOOZRAXHERC-UHFFFAOYSA-N,CCCCCC=CCC=CCC=CCC=CCCCC(=O)Nc1ccc(O)cc1,-666
rofecoxib,RZJQGNCSTQAWON-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1,-666
BRD-K21788104,IULXYATWZVFRIR-UHFFFAOYSA-N,O=C(NNC(=O)c1ccccc1)c2csc(n2)c3cccnc3,2824173
cefotiam,QYQDKDWGWDOFFU-SWLSCSKDSA-N,CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@@H](NC(=O)Cc1csc(N)n1)C2=O)C(O)=O,12810432
RG-14620,TYXIVBJQPBWBHO-UUILKARUSA-N,Clc1cc(Cl)cc(/C=C(\C#N)/c2cccnc2)c1,5926218
carbenoxolone,OBZHEBDUNPOCJG-LTMGWWHLSA-N,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O,12866477
diflunisal,HUPFGZXOMWLGNK-UHFFFAOYSA-N,OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F,-666
BRD-K22129929,JTQPAWWMXMKZOP-UHFFFAOYSA-N,COc1ccccc1C(=O)NNC(=O)c2csc(n2)N3CCOCC3,17400500
simvastatin,RYMZZMVNJRMUDD-HGQWONQESA-N,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,-666
dioxybenzone,MEZZCSHVIGVWFI-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccccc2O)c(O)c1,-666
LY-303511,NGAGMBNBKCDCDJ-UHFFFAOYSA-N,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1,3971
retinol,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/CO,445354
scriptaid,JTDYUFSDZATMKU-UHFFFAOYSA-N,ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23,5186
BRD-K22630935,CZGXFYZCYNDJOB-IUVSGJEMSA-N,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O,44497341
neurodazine,FEEOFPAEDSMOTO-UHFFFAOYSA-N,COc1ccc(cc1)-c1nc([nH]c1-c1ccc(OC)cc1)-c1ccc(o1)-c1cccc(Cl)c1,16112820
SB-205607,LEPBHAAYNPPRRA-WMZHIEFXSA-N,CN1CC[C@@]2(Cc3nc4ccccc4cc3C[C@H]2C1)c1cccc(O)c1,23581823
norgestimate,KIQQMECNKUGGKA-RSFSFSNISA-N,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(CC[C@H]34)=NO)[C@H]1CC[C@@]2(OC(C)=O)C#C,73707471
lestaurtinib,UIARLYUEJFELEN-DMVVYWCZSA-N,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4C(=O)NCc4c4c5ccccc5n2c4c13,126565
T-0901317,SGIWFELWJPNFDH-UHFFFAOYSA-N,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F,447912
digoxin,LTMHDMANZUZIPE-PUGKRICDSA-N,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@@H]2[C@@H](C)O[C@H](C[C@@H]2O)O[C@@H]3[C@@H](C)O[C@H](C[C@@H]3O)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,-666
nilutamide,XWXYUMMDTVBTOU-UHFFFAOYSA-N,CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,4493
lavendustin-a,ULTTYPMRMMDONC-UHFFFAOYSA-N,OC(=O)c1cc(ccc1O)N(Cc2ccccc2O)Cc3cc(O)ccc3O,3894
decafluorobutane,YYMCVDNIIFNDJK-UHFFFAOYSA-N,Fc1cccc(C=NN=Cc2cccc(F)c2)c1,-666
triamcinolone,GFNANZIMVAIWHM-YAQGJSIVSA-N,C[C@]12C[C@H](O)[C@@]3(F)[C@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,11870426
BRD-K23841751,SUQZYBOGKWUFKQ-UHFFFAOYSA-N,OC(=O)CSCC(=O)N1CCCN(CC1)c2ccc(cn2)C(F)(F)F,2815616
coumarin,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,O=c1ccc2ccccc2o1,-666
arecaidine-propargyl-ester,SPHRJZBOFYIKMC-UHFFFAOYSA-N,CN1CCC=C(C1)C(=O)OCC#C,-666
diltiazem,HSUGRBWQSSZJOP-RTWAWAEBSA-N,COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,-666
dextromethorphan,MKXZASYAUGDDCJ-SZMVWBNQSA-N,COc1ccc2C[C@H]3[C@@H]4CCCC[C@@]4(CCN3C)c2c1,-666
BRD-K24102129,BPDQNGFFENWBGP-NKVIQRDJSA-N,COc1ccc(cc1)[Si](C)(C)[C@H]2[C@H](C)[C@]3(O[C@@H]2CCO)C(=O)N(Cc4cccc(c4)N5CCOC5=O)c6ccccc63,23777110
piperlongumine,VABYUUZNAVQNPG-BQYQJAHWSA-N,COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,-666
SB-269970,HWKROQUZSKPIKQ-MRXNPFEDSA-N,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,11957684
GYKI-52466,LFBZZHVSGAHQPP-UHFFFAOYSA-N,CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1,10042240
BRD-K24426149,JFZBHJLHWLTYRN-UHFFFAOYSA-N,CCCc1cc(NC(=O)CCl)n(n1)c2ccccc2,2120347
QL-XI-92,UASQUKUDXJFTCO-UHFFFAOYSA-N,Cc1ccc(cc1NC(=O)c1ccno1)C(=O)Nc1cc(NC(=O)C=C)cc(c1)C(F)(F)F,73265214
levcromakalim,TVZCRIROJQEVOT-CABCVRRESA-N,CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N1CCCC1=O)C#N,93504
farnesol,CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,445070
KIN001-242,UPTQGXMIZXGVSC-UHFFFAOYSA-N,COCCNCCCn1c(C(=O)CF)c(-c2ccc(C)cc2)c2c(N)ncnc12,56965963
androstenol,KRVXMNNRSSQZJP-PHFHYRSDSA-N,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC=C2,101989
tangeritin,ULSUXBXHSYSGDT-UHFFFAOYSA-N,COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1,68077
pirenperone,HXCNRYXBZNHDNE-UHFFFAOYSA-N,Cc1nc2ccccn2c(=O)c1CCN1CCC(CC1)C(=O)c1ccc(F)cc1,-666
KU-55933,XRKYMMUGXMWDAO-UHFFFAOYSA-N,O=c1cc(oc(c1)-c1cccc2Sc3ccccc3Sc12)N1CCOCC1,5278396
oxaprozin,OFPXSFXSNFPTHF-UHFFFAOYSA-N,OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1,-666
maprotiline,QSLMDECMDJKHMQ-UHFFFAOYSA-N,CNCCCC12CCC(c3ccccc13)c1ccccc21,4011
resveratrol,LUKBXSAWLPMMSZ-UHFFFAOYSA-N,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,445154
physostigmine,PIJVFDBKTWXHHD-HIFRSBDPSA-N,CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1,-666
BRD-K25774147,FMDRCKLGDXLGKP-UHFFFAOYSA-N,COc1ccc(C)cc1n2nnnc2SCc3nc(N)nc(n3)N(C)C,17425317
epitestosterone,MUMGGOZAMZWBJJ-KZYORJDKSA-N,C[C@@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]2CC[C@H]1O,-666
pravastatin,TUZYXOIXSAXUGO-SDYRHPPTSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@H]12,22833647
buddleoflavonoloside,YFVGIJBUXMQFOF-JCXAZDOFSA-N,COc1ccc(cc1)c2cc(=O)c3c(O)cc(O[C@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2,-666
immepip,MCNGUYXRBCIGOV-UHFFFAOYSA-N,C(C1CCNCC1)c1c[nH]cn1,3035842
BRD-K25979535,ZXODCHCGQQFRMT-DQRAZIAOSA-N,CCOc1ccc(cc1)\N=c1/scc(-c2ccc(C)c(C)c2)n1CC,1037728
warfarin,PJVWKTKQMONHTI-HNNXBMFYSA-N,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,54688261
ODQ,LZMHWZHOZLVYDL-UHFFFAOYSA-N,O=c1onc2cnc3ccccc3n12,1456
calpeptin,PGGUOGKHUUUWAF-ROUUACIJSA-N,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O,73364
piceatannol,CDRPUGZCRXZLFL-UHFFFAOYSA-N,Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,4813
BRD-K26257340,SFCSLMCAPBEOII-UHFFFAOYSA-N,Cc1c(cccc1[N+](=O)[O-])C(=O)NNC(=O)c2csc(n2)N3CCOCC3,25161537
IKK-2-inhibitor,BMUACLADCKCNKZ-UHFFFAOYSA-N,NC(=O)c1sc(cc1N)-c1ccsc1,2807869
J-104129,YECZUVJTDYORCB-DEOSSOPVSA-N,CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)(C2CCCC2)c3ccccc3)C,9821459
dinoprostone,XEYBRNLFEZDVAW-ARSRFYASSA-N,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,5280360
quinpirol-(-),FTSUPYGMFAPCFZ-ZWNOBZJWSA-N,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,-666
DMAB-anabaseine,KHUUTHZSRXABAC-DTQAZKPQSA-N,CN(C)c1ccc(cc1)\C=C1CCCN=C/1c1cccnc1,-666
WR-216174,VVBIXEJMWRHSLL-JYRVWZFOSA-N,Fc1ccc(cc1)C(=O)/C=C/2\C(=O)Nc3ccc(Br)cc23,10405323
GR-235,WDXRGPWQVHZTQJ-OSJVMJFVSA-N,C\C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,6450278
pipamperone,AXKPFOAXAHJUAG-UHFFFAOYSA-N,NC(=O)C1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)N1CCCCC1,-666
D-64131,ICMIJSRDISNKOC-UHFFFAOYSA-N,COc1ccc2[nH]c(cc2c1)C(=O)c1ccccc1,-666
calcitriol,GMRQFYUYWCNGIN-NKMMMXOESA-N,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,5283740
nomegestrol-acetate,IIVBFTNIGYRNQY-YQLZSBIMSA-N,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O,91668
carbacyclin,XZFRIPGNUQRGPI-WBQKLGIQSA-N,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)/C[C@H]12,-666
D-64406,AALNCHNFTKRFEL-UHFFFAOYSA-N,Oc1ccc2[nH]c(cc2c1)C(=O)c3cc4ccccc4[nH]3,5330535
H-89,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,449241
lysergol,BIXJFIJYBLJTMK-MEBBXXQBSA-N,CN1C[C@H](CO)C=C2[C@H]1Cc3c[nH]c4cccc2c34,14987
simvastatin,RYMZZMVNJRMUDD-HFFZACBOSA-N,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12,73707467
biochanin-a,VXOBVHAUXZVHTL-UHFFFAOYSA-N,COc1ccc(cc1)c2coc3cc(OC(=O)C)cc(OC(=O)C)c3c2=O,-666
fenretinide,AKJHMTWEGVYYSE-UHFFFAOYSA-N,CC(=CC=CC(=CC(=O)Nc1ccc(O)cc1)C)C=CC2=C(C)CCCC2(C)C,5353342
GW-441756,NXNQLECPAXXYTR-UKTHLTGXSA-N,Cn1cc(\C=C2\C(=O)Nc3cccnc23)c2ccccc12,22228376
proguanil,SSOLNOMRVKKSON-UHFFFAOYSA-N,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,-666
brivanib,WCWUXEGQKLTGDX-LLVKDONJSA-N,C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,11234052
benzydamine,CNBGNNVCVSKAQZ-UHFFFAOYSA-N,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,12555
BRD-K28680267,UKHFPVCOXBJPIN-UHFFFAOYSA-N,COC(=O)c1cc2c(cn1)[nH]c3ccccc32,107704
zuclopenthixol,WFPIAZLQTJBIFN-DVZOWYKESA-N,OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(Cl)cc23)CC1,5311507
L-750667,OOEUHRGMLFVKQO-UHFFFAOYSA-N,Ic1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2,6603897
PNU-282987,WECKJONDRAUFDD-ZDUSSCGKSA-N,Clc1ccc(cc1)C(=O)N[C@H]1CN2CCC1CC2,9795278
ketotifen,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,CN1CCC(CC1)=C1c2ccsc2C(=O)Cc2ccccc12,-666
isoflupredone-acetate,ZOCUOMKMBMEYQV-GSLJADNHSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,224246
chlorambucil,JCKYGMPEJWAADB-UHFFFAOYSA-N,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,-666
arachidonamide,BNBSCAZCQDLUDU-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N,-666
ziprasidone,MVWVFYHBGMAFLY-UHFFFAOYSA-N,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2ccccc12,60854
flunarizine,SMANXXCATUTDDT-QPJJXVBHSA-N,Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1,-666
BD-1063,SUIZRDJCBVPASY-UHFFFAOYSA-N,CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,-666
hypericin,BTXNYTINYBABQR-UHFFFAOYSA-N,Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O,-666
clomifene,GKIRPKYJQBWNGO-QPLCGJKRSA-N,CCN(CC)CCOc1ccc(cc1)C(=C(/Cl)c1ccccc1)\c1ccccc1,-666
aliskiren,UXOWGYHJODZGMF-QORCZRPOSA-N,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)ccc1OC,-666
SYK-inhibitor,MLKHXLFEYOOYEY-NVNXTCNLSA-N,Cn1cc(/C=C/2\C(=O)Nc3ccc(cc23)S(=O)(=O)N)c4ccccc14,6419747
5-methoxytryptamine,JTEJPPKMYBDEMY-UHFFFAOYSA-N,COc1ccc2[nH]cc(CCN)c2c1,1833
dexamethasone,AKUJBENLRBOFTD-ARBOEXFKSA-N,C[C@@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,40469526
clemastine,YNNUSGIPVFPVBX-NHCUHLMSSA-N,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,-666
flavokavain-b,QKQLSQLKXBHUSO-CMDGGOBGSA-N,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1,5356121
rifabutin,AZFBLLCNOQPJGJ-DVAZEERGSA-N,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2c(c(O)c3C)c(O)c(NC(=O)\C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c1=NC3(CCN(CC(C)C)CC3)N=c21,57448257
desoximetasone,VWVSBHGCDBMOOT-IIEHVVJPSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,5311067
BRD-K30704475,VOMUYBKWHUZOKW-DGIFUFQNSA-N,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3c(NC(=O)Nc4cccc5ccccc45)cccc3C1=O,44492451
TCPOBOP,BAFKRPOFIYPKBQ-UHFFFAOYSA-N,Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,5382
ranitidine,VMXUWOKSQNHOCA-UHFFFAOYSA-N,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-666
NSC-693868,DWHVZCLBMTZRQM-UHFFFAOYSA-N,Nc1nnc2[nH]c3ccccc3nc12,438981
dantrolene,OZOMQRBLCMDCEG-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)c2ccc(C=NN3CC(=O)NC3=O)o2,32731
vecuronium,BGSZAXLLHYERSY-OLDKZTQHSA-N,CC(=O)O[C@H]1[C@H](C[C@H]2[C@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,28280238
rifabutin,ATEBXHFBFRCZMA-DVAZEERGSA-N,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C2=O)c2C4=NC5(CCN(CC(C)C)CC5)NC4=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(=O)c2c(O)c3C,5361912
mycophenolic-acid,HPNSFSBZBAHARI-UHFFFAOYSA-N,COc1c(C)c2COC(=O)c2c(O)c1CC=C(C)CCC(=O)O,-666
BRD-K31553917,HIXFBQMTPPZSPM-UHFFFAOYSA-N,CC(C)c1ccc(cc1)n2nnnc2SCc3nc(N)nc(N)n3,17562110
pifithrin,IMUKUMUNZJILCG-UHFFFAOYSA-N,Cc1ccc(cc1)c2cn3c4CCCCc4sc3n2,443278
BRD-K31841256,LKJBIEDLNAMERY-UHFFFAOYSA-N,Cc1ccc(NC(=O)COc2ccc(Cl)cc2Cl)c(c1)[N+](=O)[O-],295425
T-0070907,FRPJSHKMZHWJBE-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccncc1,2777391
CGP-71683,UULIGRNKXHCLQN-UHFFFAOYSA-N,Nc1nc(NCC2CCC(CNS(=O)(=O)c3cccc4ccccc34)CC2)nc5ccccc15,-666
mestranol,IMSSROKUHAOUJS-MJCUULBUSA-N,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,6291
MW-A1-14,ADSOEWOILXZRRA-UHFFFAOYSA-N,[O-][N+](=O)c1cnc2ccccc2c1Sc1ccccc1,46926575
BRD-K32111336,BZWCPMNJOQACEK-UHFFFAOYSA-N,Cc1cc2cc3OCCOc3cc2n2c(SCC(=O)Nc3nc(cs3)-c3ccccc3)nnc12,1135867
tolazamide,OUDSBRTVNLOZBN-UHFFFAOYSA-N,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1CCCCCC1,5503
primidone,DQMZLTXERSFNPB-UHFFFAOYSA-N,CCC1(C(=O)NCNC1=O)c1ccccc1,-666
CGP-53353,RONQPWQYDRPRGG-UHFFFAOYSA-N,Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1,-666
etomoxir,DZLOHEOHWICNIL-QGZVFWFLSA-N,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1,9840324
morphothebaine,LEWKYIVLAXKZAS-CQSZACIVSA-N,COc1ccc2C[C@H]3N(C)CCc4cc(O)cc(c34)-c2c1O,5351542
reboxetine,CBQGYUDMJHNJBX-MOPGFXCFSA-N,CCOc1ccccc1O[C@H]([C@H]1CNCCO1)c1ccccc1,5311403
vanoxerine,NAUWTFJOPJWYOT-UHFFFAOYSA-N,Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1,10238982
DCEBIO,LKHRMULASXZCLG-UHFFFAOYSA-N,CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc12,-666
androstenedione,AEMFNILZOJDQLW-QAGGRKNESA-N,C[C@@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]2CCC1=O,6128
BRD-K32644160,FNNACNWDEVQPDH-UHFFFAOYSA-N,N(c1nnc(s1)c2ccncc2)c3cccc4ccccc34,1090779
EI-247,AMJJLDJPDLKNJA-NSHDSACASA-N,O[C@H](c1ccc2ccccc2c1)P(O)(O)=O,73707420
estriol,PROQIPRRNZUXQM-WJQMWINMSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@H]1C[C@@H](O)[C@@H]2O,40488277
reboxetine,CBQGYUDMJHNJBX-OALUTQOASA-N,CCOc1ccccc1O[C@H]([C@@H]1CNCCO1)c1ccccc1,65856
guanfacine,INJOMKTZOLKMBF-UHFFFAOYSA-N,NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,-666
CAY-10577,HVXHDYSWCHQWBD-UHFFFAOYSA-N,OC(=O)c1c[nH]c2c(Cl)c(Cl)ccc2c1=O,693139
bis-tyrphostin,ZHOKHSGWBNPFQU-GONBZBRSSA-N,Oc1ccc(/C=C(\C#N)/C(=O)NCCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O,-666
BRD-K32927008,OAMMTJIVFBTXIH-UHFFFAOYSA-N,COc1ccc(cc1)c2nnc(SCC(=O)Nc3cccc(c3)C(F)(F)F)n2c4ccccc4,1329190
AG-370,CMMDWEJTQUTCKG-WUXMJOGZSA-N,NC(=C(C#N)C#N)/C(=C/c1ccc2[nH]ccc2c1)/C#N,-666
dextromethorphan,MKXZASYAUGDDCJ-NJAFHUGGSA-N,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,-666
naproxen,CMWTZPSULFXXJA-SECBINFHSA-N,COc1ccc2cc(ccc2c1)[C@@H](C)C(=O)O,23675324
INCA-6,GCHPUOHXXCNSQL-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc12,-666
alpha-linolenic-acid,DTOSIQBPPRVQHS-PDBXOOCHSA-N,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,5280934
exemestane,BFYIZQONLCFLEV-DAELLWKTSA-N,C[C@@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]2CCC1=O,60198
ditolylguanidine,OPNUROKCUBTKLF-UHFFFAOYSA-N,Cc1ccccc1NC(=N)Nc1ccccc1C,-666
radicicol,WYZWZEOGROVVHK-VYKNNJQSSA-N,C[C@@H]1C[C@@H]2O[C@H]2\C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,23351218
taurodeoxycholic-acid,AWDRATDZQPNJFN-VAYUFCLWSA-N,C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,2733768
BRD-K33586157,XEFPJRJQIDICJP-UYRXBGFRSA-N,Cc1ccc(cc1)-c1nn(cc1\C=C1/SC(=S)N(CCS(O)(=O)=O)C1=O)-c1ccccc1,4064091
dopamine,DEKNNWJXAQTLFA-UHFFFAOYSA-N,NCCc1ccc(OS(O)(=O)=O)c(O)c1,123932
GW-3965,NAXSRXHZFIBFMI-UHFFFAOYSA-N,OC(=O)Cc1cccc(OCCCN(CC(c2ccccc2)c2ccccc2)Cc2cccc(c2Cl)C(F)(F)F)c1,-666
